2015-9-21	44.11
2015-9-18	43.48
2015-9-17	44.25
2015-9-16	44.3
2015-9-15	43.98
2015-9-14	43.04
2015-9-11	43.48
2015-9-10	43.29
2015-9-9	43.07
2015-9-8	43.89
2015-9-4	42.61
2015-9-3	43.5
2015-9-2	43.36
2015-9-1	41.82
2015-8-31	43.52
2015-8-28	43.93
2015-8-27	43.9
2015-8-26	42.71
2015-8-25	40.47
2015-8-24	41.68
2015-8-21	43.07
2015-8-20	45.66
2015-8-19	46.61
2015-8-18	47.27
2015-8-17	47.32
2015-8-14	47
2015-8-13	46.73
2015-8-12	46.74
2015-8-11	46.41
2015-8-10	47.33
2015-8-7	46.74
2015-8-6	46.62
2015-8-5	47.58
2015-8-4	47.54
2015-8-3	46.81
2015-7-31	46.7
2015-7-30	46.88
2015-7-29	46.29
2015-7-28	45.34
2015-7-27	45.35
2015-7-24	45.94
2015-7-23	46.11
2015-7-22	45.54
2015-7-21	47.28
2015-7-20	46.92
2015-7-17	46.62
2015-7-16	46.66
2015-7-15	45.76
2015-7-14	45.62
2015-7-13	45.54
2015-7-10	44.61
2015-7-9	44.52
2015-7-8	44.24
2015-7-7	44.3
2015-7-6	44.39
2015-7-2	44.4
2015-7-1	44.445
2015-6-30	44.15
2015-6-29	44.37
2015-6-26	45.26
2015-6-25	45.65
2015-6-24	45.635
2015-6-23	45.91
2015-6-22	46.23
